,id,review,author,start,end,product_name
10,R1C14C5Z9P65X7,love this little guy. Lots of bang for the buck,Sheldon Lambe,2020-09-15 04:57:49.361751,2020-09-15 04:57:49.438374,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
11,R3QTT24GWTJIWG,"Vraiment impressionnée par cet appareil. Le seul hic, il n'y pas de lumière qui avertit si on est en mode caps lock et num lock.

Super appareil. Rapide. Beau.",T.,2020-09-15 04:57:49.443362,2020-09-15 04:57:49.491307,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
12,R1WRBN7GGWECP3,"Cannot play any games, even old very basic ones. Ok for school, but nothing else.",MulticulturalFirstAid com,2020-09-15 04:57:49.496272,2020-09-15 04:57:49.544094,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
13,R3CWLN5Y1NJ481,It has performed well so far after about a month of usage.the only dislike is the camera quality. Blacks out when using for a zoo cal.but i got a webcam from amazon to solve that.,Ejehi ,2020-09-15 04:57:49.553074,2020-09-15 04:57:49.613360,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
14,RBRW86YF3XA0B,It is a basic computer but it does whatever i need a computer for.,Francis harvey,2020-09-15 04:57:49.617931,2020-09-15 04:57:49.666784,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
15,R28ZS03NT3XN8Z,Great laptop for the price! No problems so far! I've had since mid July and have had no issues! Use it for school and videos and it works great! Highly recommended!,Kyle,2020-09-15 04:57:49.671774,2020-09-15 04:57:49.718636,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
16,R2CA6TPQ90NX5G,Facile à configurer et processeur rapide,Le grand ,2020-09-15 04:57:49.723623,2020-09-15 04:57:49.771412,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
17,R18IOXU7M2HR0O,My son loves it for school,Steesh,2020-09-15 04:57:49.776397,2020-09-15 04:57:49.823980,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
18,RVYPJZ2UFQY11,Big screen is great for watching sport highlight videos.,Amazon Customer,2020-09-15 04:57:49.828965,2020-09-15 04:57:49.878689,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
19,R2UXJYXD5GL6TY,Perfect price for what I nee.,Tracy Coburn-Carne,2020-09-15 04:57:49.884143,2020-09-15 04:57:49.932753,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
20,R1MY00CA548FPF,Wish it was touch screen,Bernie  Thompson,2020-09-15 04:57:55.049725,2020-09-15 04:57:55.137943,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
21,R3OEL1FCGSRK36,"It is very easy to use, fast, and I really enjoy Windows 10s",Mila,2020-09-15 04:57:55.167864,2020-09-15 04:57:55.215788,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
22,R1SCM9P4WWSSFL,Very happy with this product especially for the price.,Lisa grosdanis,2020-09-15 04:57:55.220775,2020-09-15 04:57:55.268695,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
23,R2HTUGVLBCLDQ,Livraison rapide & bonne qualité prix,Luce,2020-09-15 04:57:55.273681,2020-09-15 04:57:55.322033,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
24,RQ8PGECF68GPN,Great product for the price,Amazon Customer,2020-09-15 04:57:55.327019,2020-09-15 04:57:55.376601,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
25,R77RR70WODY29,"Purchased for a student, no complaints.",Amazon Customer,2020-09-15 04:57:55.381587,2020-09-15 04:57:55.445567,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
26,R2S0HAX47YA6BV,This very light weight and easy-to-use for kids,Jas Randhawa,2020-09-15 04:57:55.450552,2020-09-15 04:57:55.498978,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
27,R352EA9Z9YJKDL,best small ordi for the money,jean-paul gariepy,2020-09-15 04:57:55.503996,2020-09-15 04:57:55.552638,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
28,R11DWPUZ46TII2,Extremely happy with This laptop.W,Michael Tam,2020-09-15 04:57:55.557388,2020-09-15 04:57:55.606241,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
29,RJZM8LWS7TIOV,It worked well.,william mather,2020-09-15 04:57:55.611227,2020-09-15 04:57:55.659129,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
30,R26ZN0HP7172V, Le touchpad est defectueux. Alors le curseur a l'ecran dance partout a une vitesse folle. Souvent impossible de rentrer mon mot de passe a l'ouverture. Ou je click sur ma corbeille et c'est youtube qui ouvre.Dommage car pour le reste ca semblais un bon laptop. J'ai tenter meme d'aller regler le probleme dans le BIOS. Rien a faire.Le probleme semble mecanique.Je vais mettre un peu plus d'argent pour plus de qualiter.Je le retourne aujourd'hui ;/,Darkusein,2020-09-15 04:58:01.787496,2020-09-15 04:58:01.868240,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
