,id,review,author,start,end,product_name
10,R1C14C5Z9P65X7,love this little guy. Lots of bang for the buck,Sheldon Lambe,2020-09-15 04:40:23.424818,2020-09-15 04:40:23.472799,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
11,R3QTT24GWTJIWG,"Vraiment impressionnée par cet appareil. Le seul hic, il n'y pas de lumière qui avertit si on est en mode caps lock et num lock.

Super appareil. Rapide. Beau.",T.,2020-09-15 04:40:23.477784,2020-09-15 04:40:23.526505,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
12,R1WRBN7GGWECP3,"Cannot play any games, even old very basic ones. Ok for school, but nothing else.",MulticulturalFirstAid com,2020-09-15 04:40:23.531497,2020-09-15 04:40:23.579217,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
13,R3CWLN5Y1NJ481,It has performed well so far after about a month of usage.the only dislike is the camera quality. Blacks out when using for a zoo cal.but i got a webcam from amazon to solve that.,Ejehi ,2020-09-15 04:40:23.584237,2020-09-15 04:40:23.632506,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
14,RBRW86YF3XA0B,It is a basic computer but it does whatever i need a computer for.,Francis harvey,2020-09-15 04:40:23.637513,2020-09-15 04:40:23.689443,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
15,R28ZS03NT3XN8Z,Great laptop for the price! No problems so far! I've had since mid July and have had no issues! Use it for school and videos and it works great! Highly recommended!,Kyle,2020-09-15 04:40:23.694429,2020-09-15 04:40:23.755267,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
16,R2CA6TPQ90NX5G,Facile à configurer et processeur rapide,Le grand ,2020-09-15 04:40:23.759257,2020-09-15 04:40:23.818100,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
17,R18IOXU7M2HR0O,My son loves it for school,Steesh,2020-09-15 04:40:23.824082,2020-09-15 04:40:23.903870,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
18,RVYPJZ2UFQY11,Big screen is great for watching sport highlight videos.,Amazon Customer,2020-09-15 04:40:23.909855,2020-09-15 04:40:23.977673,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
19,R2UXJYXD5GL6TY,Perfect price for what I nee.,Tracy Coburn-Carne,2020-09-15 04:40:23.981661,2020-09-15 04:40:24.022553,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
20,R1MY00CA548FPF,Wish it was touch screen,Bernie  Thompson,2020-09-15 04:40:26.136223,2020-09-15 04:40:26.208086,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
21,R3OEL1FCGSRK36,"It is very easy to use, fast, and I really enjoy Windows 10s",Mila,2020-09-15 04:40:26.213072,2020-09-15 04:40:26.268706,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
22,R1SCM9P4WWSSFL,Very happy with this product especially for the price.,Lisa grosdanis,2020-09-15 04:40:26.273694,2020-09-15 04:40:26.329079,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
23,R2HTUGVLBCLDQ,Livraison rapide & bonne qualité prix,Luce,2020-09-15 04:40:26.334070,2020-09-15 04:40:26.392940,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
24,RQ8PGECF68GPN,Great product for the price,Amazon Customer,2020-09-15 04:40:26.397895,2020-09-15 04:40:26.447750,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
25,R77RR70WODY29,"Purchased for a student, no complaints.",Amazon Customer,2020-09-15 04:40:26.452737,2020-09-15 04:40:26.499970,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
26,R2S0HAX47YA6BV,This very light weight and easy-to-use for kids,Jas Randhawa,2020-09-15 04:40:26.504943,2020-09-15 04:40:26.555232,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
27,R352EA9Z9YJKDL,best small ordi for the money,jean-paul gariepy,2020-09-15 04:40:26.559967,2020-09-15 04:40:26.607861,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
28,R11DWPUZ46TII2,Extremely happy with This laptop.W,Michael Tam,2020-09-15 04:40:26.612848,2020-09-15 04:40:26.663037,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
29,RJZM8LWS7TIOV,It worked well.,william mather,2020-09-15 04:40:26.668025,2020-09-15 04:40:26.725679,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
30,R26ZN0HP7172V, Le touchpad est defectueux. Alors le curseur a l'ecran dance partout a une vitesse folle. Souvent impossible de rentrer mon mot de passe a l'ouverture. Ou je click sur ma corbeille et c'est youtube qui ouvre.Dommage car pour le reste ca semblais un bon laptop. J'ai tenter meme d'aller regler le probleme dans le BIOS. Rien a faire.Le probleme semble mecanique.Je vais mettre un peu plus d'argent pour plus de qualiter.Je le retourne aujourd'hui ;/,Darkusein,2020-09-15 04:40:32.821603,2020-09-15 04:40:32.888522,"Acer Aspire One, 15.6"" Full HD, Celeron ICD N4020, 4Gb RAM, 64GB eMMC, Windows 10S, Black, A115-31-C2Y3"
